trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,vehicle_no_clean,departure_time_clean,arrival_time_clean
TRP008069,MANDI042,Export-Terminal,06-25-2026 09:31 PM,2026-06-26 06:01:44,8.5,470.9,km,,DRV956,470.9,,,
TRP006986,MANDI021,Export-Terminal,2026-03-18T05:42:04,03-18-2026 08:42 AM,3.0,76.3664959,miles,,DRV521,122.899656511706,,2026-03-18 05:42:04,
TRP003649,MANDI055,WH-Central,04/02/2026 03:45,,13.1,691.6,km,,DRV310,691.6,,,
TRP002658,MANDI040,WH-East,2026-04-16 22:46:47,2026-04-17 03:46:47,5.0,234.2,km,RJ61-DF-5034,,234.2,RJ61DF5034,,
TRP008725,MANDI038,WH-East,2026-03-08 05:24:49,08/03/2026,11.9,575.5,km,DL-65-BC-3684,DRV362,575.5,DL65BC3684,,
TRP001518,MANDI036,WH-East,2026-01-06T20:15:28,07/01/2026,14.0,588.5,km,up 45-AB-5700,DRV886,588.5,UP45AB5700,2026-01-06 20:15:28,
TRP005062,MANDI029,WH-East,13/03/2026,2026-03-14 12:21:28,21.2,863.2 KM,,hr 36-DF-3102,DRV727,,HR36DF3102,,
TRP004625,MANDI026,WH-North,04/06/2026,2026-06-04 22:28:21,14.1,749.5,km,HR41-BC-5798,DRV578,749.5,HR41BC5798,,
TRP004273,MANDI030,WH-East,16/01/2026 07:56,17/01/2026 03:44,,1090.0,km,HR-96-CD-5207,DRV246,1090.0,HR96CD5207,,
TRP003670,MANDI002,WH-North,2026-05-25 00:09:42,,,582.4110383,miles,pb 56-DF-9939,DRV355,937.297380377722,PB56DF9939,,
TRP006567,MANDI034,WH-West,12/01/2026 12:26,2026-01-13T10:20:01,21.9,1200.9,km,HR63-BC-9185,DRV841,1200.9,HR63BC9185,,
TRP005801,MANDI013,WH-North,18/05/2026 10:53,05-19-2026 10:47 AM,23.9,1227.8,km,PB65-BC-1349,DRV522,1227.8,PB65BC1349,,
TRP002091,MANDI019,WH-Central,17-Jan-2026 00:39:27,17-Jan-2026 13:57:27,13.3,567.5,km,RJ-60-CD-3513,DRV418,567.5,RJ60CD3513,,
TRP007098,MANDI026,WH-South,23/03/2026 14:51,2026-03-23T20:45:43,5.9,193.30851810000001,miles,HR97-CD-5970,DRV636,311.099130519054,HR97CD5970,,
TRP006172,MANDI001,WH-Central,28/07/2026,2026-07-29 14:09:58,,549.6026495,miles,pb 34-BC-9214,,884.49752794633,PB34BC9214,,
TRP007522,MANDI053,WH-South,04/02/2026 20:16,2026-02-05T08:46:16,12.5,504.8,km,PB 16 AB 3524,DRV129,504.8,PB16AB3524,,
TRP000573,MANDI010,WH-North,25-Jul-2026 21:58:11,,,120.4,km,DL94-BC-5192,DRV454,120.4,DL94BC5192,,
TRP007741,MANDI013,WH-South,2026-06-27 12:52:58,06-27-2026 04:52 PM,4.0,185.7,km,DL-36-AB-3618,DRV254,185.7,DL36AB3618,,
TRP009941,MANDI050,WH-South,2026-04-13 13:03:31,14/04/2026 01:57,12.9,768.5,km,,DRV289,768.5,,,
TRP004689,MANDI012,WH-Central,15/04/2026 09:26,,5.6,326.4,km,up 46-BC-3739,DRV933,326.4,UP46BC3739,,
TRP009438,MANDI011,WH-South,2026-04-21 12:28:42,2026-04-21T17:28:42,5.0,131.4821036,miles,DL-70-BC-3404,,211.59940860762399,DL70BC3404,,
TRP003063,MANDI045,WH-Central,12/05/2026 05:11,12-May-2026 09:11:53,4.0,196.5,km,dl 24-BC-4508,,196.5,DL24BC4508,,
TRP000598,MANDI026,WH-South,25-Mar-2026 16:11:59,,13.6,737.5,km,HR-79-AB-6348,,737.5,HR79AB6348,,
TRP006471,MANDI013,WH-West,07-Jun-2026 20:48:28,08/06/2026 03:18,6.5,285.0 KM,,DL72-BC-7909,DRV627,,DL72BC7909,,2026-08-06 03:18:00
TRP007161,MANDI023,WH-West,20-Jan-2026 17:32:23,2026-01-21 01:08:23,7.6,346.8 KM,,pb 15-CD-9601,DRV462,,PB15CD9601,,
TRP006634,MANDI016,WH-Central,04-15-2026 03:48 AM,15/04/2026 06:36,2.8,162.4,km,UP67-DF-9896,DRV527,162.4,UP67DF9896,,
TRP008828,MANDI022,WH-West,21/04/2026 00:22,21/04/2026 10:52,10.5,488.8,km,PB-41-CD-3887,DRV713,488.8,PB41CD3887,,
TRP007876,MANDI018,WH-Central,22/03/2026 01:28,2026-03-22 06:40:24,5.2,135.5831522,miles,UP-14-AB-3943,DRV235,218.199390161548,UP14AB3943,,
TRP004725,MANDI015,WH-West,04-13-2026 02:13 PM,04-14-2026 07:25 AM,17.2,488.2733318,miles,DL-99-BC-3413,DRV915,785.797803799012,DL99BC3413,,
TRP007346,MANDI047,Export-Terminal,2026-07-05 21:03:15,2026-07-06 12:39:15,15.6,670.2,km,up 88-CD-7499,DRV126,670.2,UP88CD7499,,
TRP006305,MANDI051,WH-South,01-18-2026 01:03 PM,2026-01-18T21:33:20,8.5,463.4 KM,,up 50-CD-7411,DRV825,,UP50CD7411,,
TRP000425,MANDI034,WH-North,02-Sep-2026 06:12:27,2026-09-02T13:48:27,7.6,249.8532791,miles,DL-42-AB-9386,DRV455,402.09887618679403,DL42AB9386,,
TRP009817,MANDI011,Export-Terminal,2026-08-04 17:06:11,08-05-2026 02:42 PM,21.6,1129.4,km,,DRV153,1129.4,,,
TRP009989,MANDI011,WH-North,06-02-2026 12:37 AM,,4.4,198.5 KM,,RJ-40-AB-7226,DRV218,,RJ40AB7226,,
TRP004480,MANDI026,WH-South,2026-01-24T02:47:06,2026-01-24 19:23:06,16.6,762.9,km,,DRV884,762.9,,2026-01-24 02:47:06,
TRP004949,MANDI054,WH-North,08-25-2026 07:00 AM,08-25-2026 12:00 PM,5.0,156.0262581,miles,DL56-BC-6484,DRV774,251.099298210654,DL56BC6484,,
TRP005977,MANDI027,WH-Central,2026-02-09 13:20:32,09-Feb-2026 22:08:32,8.8,503.3,km,RJ52-CD-1991,DRV899,503.3,RJ52CD1991,,
TRP000371,MANDI007,Export-Terminal,2026-08-22 06:36:30,22-Aug-2026 10:42:30,4.1,232.1,km,PB 65 DF 3415,DRV478,232.1,PB65DF3415,,
TRP001939,MANDI004,WH-North,13-Apr-2026 18:52:36,,15.6,920.7 KM,,,DRV158,,,,
TRP002353,MANDI015,WH-North,02-Apr-2026 01:38:47,2026-04-02 14:02:47,12.4,638.2,km,UP-21-BC-2468,,638.2,UP21BC2468,,
TRP007128,MANDI011,WH-North,2026-05-25 01:39:42,25/05/2026 17:39,16.0,573.4011588,miles,DL 27 BC 9855,DRV701,922.7974209031919,DL27BC9855,,
TRP001754,MANDI008,WH-North,12-Apr-2026 19:06:20,12/04/2026 21:18,2.2,68.972181,miles,pb 82-BC-1438,DRV603,110.99968977054002,PB82BC1438,,2026-12-04 21:18:00
TRP003671,MANDI010,WH-South,22/01/2026 09:57,22/01/2026,13.0,589.9,km,UP 60 DF 7042,DRV878,589.9,UP60DF7042,,
TRP007299,MANDI025,WH-Central,2026-05-26 22:47:43,2026-05-27 03:17:43,4.5,207.0,km,UP 49 DF 2012,DRV400,207.0,UP49DF2012,,
TRP003653,MANDI045,Export-Terminal,2026-03-20 00:30:25,2026-03-20 07:42:25,,396.9,km,pb 88-CD-6225,DRV661,396.9,PB88CD6225,,
TRP005202,MANDI007,Export-Terminal,06-10-2026 09:52 PM,11/06/2026,12.2,330.32082360000004,miles,HR-41-AB-9097,DRV639,531.598514252424,HR41AB9097,,
TRP008377,MANDI001,WH-South,2026-02-21 01:51:25,21/02/2026 13:45,11.9,646.9,km,PB-69-AB-3871,DRV814,646.9,PB69AB3871,,
TRP002362,MANDI027,WH-North,24/08/2026,25-Aug-2026 09:37:40,,843.1,km,hr 75-CD-7722,DRV131,843.1,HR75CD7722,,
TRP004261,MANDI004,WH-East,2026-06-26T04:11:32,26/06/2026 06:11,2.0,119.0,km,PB 18 DF 8605,,119.0,PB18DF8605,2026-06-26 04:11:32,
TRP005433,MANDI033,WH-West,2026-07-03T22:12:20,04/07/2026,,965.4 KM,,RJ-61-BC-6149,DRV194,,RJ61BC6149,2026-07-03 22:12:20,
TRP006286,MANDI027,WH-Central,2026-08-04 20:02:01,05-Aug-2026 15:32:01,19.5,1078.0 KM,,DL-54-CD-3565,DRV344,,DL54CD3565,,
TRP004992,MANDI032,WH-North,09-01-2026 01:29 AM,09-01-2026 12:29 PM,11.0,496.1,km,UP-77-DF-9683,DRV379,496.1,UP77DF9683,,
TRP008223,MANDI030,WH-Central,2026-08-19 03:31:32,19/08/2026 14:07,10.6,521.3,km,,DRV915,521.3,,,
TRP009841,MANDI048,WH-East,2026-08-25 06:25:38,26/08/2026,22.9,831.0837125,miles,,DRV372,1337.49626187475,,,
TRP003738,MANDI007,WH-West,02-28-2026 09:12 PM,01/03/2026 01:24,4.2,250.0,km,UP-62-DF-1663,DRV350,250.0,UP62DF1663,,2026-01-03 01:24:00
TRP008183,MANDI021,WH-South,2026-08-03 17:26:13,,21.2,1223.0 KM,,,DRV694,,,,
TRP008085,MANDI005,Export-Terminal,20-Aug-2026 21:23:47,21-Aug-2026 06:05:47,8.7,350.8,km,DL23-CD-5200,DRV567,350.8,DL23CD5200,,
TRP008903,MANDI032,WH-South,01-Sep-2026 01:13:52,,23.8,1245.6 KM,,UP-30-BC-4408,DRV639,,UP30BC4408,,
TRP009287,MANDI034,WH-East,2026-05-26T23:32:05,2026-05-27 23:32:05,24.0,1203.8,km,PB-14-BC-9131,DRV612,1203.8,PB14BC9131,2026-05-26 23:32:05,
TRP008656,MANDI019,WH-South,2026-01-27 07:22:08,,22.8,1018.8,km,PB 62 BC 5087,DRV670,1018.8,PB62BC5087,,
TRP005592,MANDI042,WH-East,2026-04-13 06:51:40,,4.1,151.80093530000002,miles,UP-34-AB-3187,DRV263,244.29931721570202,UP34AB3187,,
TRP001172,MANDI017,WH-South,20/06/2026 17:23,06-21-2026 01:47 PM,,1163.1,km,RJ-34-DF-3602,DRV211,1163.1,RJ34DF3602,,
TRP007371,MANDI002,Export-Terminal,30-Apr-2026 13:23:07,2026-05-01 04:35:07,15.2,663.1 KM,,DL89-AB-3860,DRV233,,DL89AB3860,,
TRP008392,MANDI036,WH-North,25-Jul-2026 01:39:46,25-Jul-2026 03:45:46,2.1,97.7 KM,,DL-73-DF-2626,DRV498,,DL73DF2626,,
TRP008467,MANDI044,WH-North,2026-01-31 22:14:04,,4.9,291.6,km,,DRV506,291.6,,,
TRP001423,MANDI042,WH-Central,2026-05-15T23:01:06,2026-05-16T22:49:06,23.8,978.2,km,PB-62-CD-3936,DRV320,978.2,PB62CD3936,2026-05-15 23:01:06,
TRP006783,MANDI049,WH-North,05-20-2026 09:54 PM,21/05/2026,11.1,639.2,km,pb 14-CD-6876,DRV691,639.2,PB14CD6876,,
TRP009821,MANDI030,WH-Central,05-08-2026 07:14 AM,08/05/2026 21:20,14.1,704.7,km,rj 33-DF-6417,DRV136,704.7,RJ33DF6417,,2026-08-05 21:20:00
TRP009135,MANDI038,WH-North,01-08-2026 06:25 PM,2026-01-09T17:43:22,23.3,1078.1,km,DL62-AB-4917,,1078.1,DL62AB4917,,
TRP006107,MANDI025,WH-West,08-16-2026 03:40 PM,16/08/2026 23:40,8.0,331.6,km,PB-84-CD-3101,DRV864,331.6,PB84CD3101,,
TRP009724,MANDI005,WH-East,08/05/2026 15:26,05-08-2026 08:02 PM,4.6,233.6,km,rj 86-DF-9365,DRV107,233.6,RJ86DF9365,,
TRP008431,MANDI024,WH-West,2026-05-05 21:38:37,,6.3,357.3,km,,DRV312,357.3,,,
TRP006340,MANDI002,WH-East,14-Jan-2026 05:48:36,,15.9,819.5,km,,DRV942,819.5,,,
TRP007701,MANDI044,WH-West,11/01/2026,12/01/2026 00:03,19.9,827.4 KM,,dl 89-BC-8062,DRV532,,DL89BC8062,,2026-12-01 00:03:00
TRP009531,MANDI029,WH-West,02/07/2026,03-Jul-2026 11:52:49,22.5,731.0429815,miles,UP 14 CD 2575,DRV970,1176.49671184721,UP14CD2575,,
TRP000875,MANDI054,WH-South,2026-04-07 16:17:28,04-07-2026 06:29 PM,2.2,67.108068,miles,hr 91-AB-3039,DRV506,107.99969815512,HR91AB3039,,
TRP002298,MANDI056,WH-South,2026-03-23 14:02:32,24-Mar-2026 06:44:32,16.7,621.6816855,miles,HR-82-CD-9347,DRV548,1000.4972037425699,HR82CD9347,,
TRP009676,MANDI032,WH-East,2026-07-24 16:46:31,24-Jul-2026 22:16:31,5.5,159.0088389,miles,PB-21-BC-5497,,255.899284795326,PB21BC5497,,
TRP002644,MANDI056,WH-East,28/02/2026 21:01,2026-03-01 13:49:45,16.8,757.1 KM,,PB94-AB-9792,DRV144,,PB94AB9792,,
TRP005739,MANDI011,WH-North,03/02/2026,04-Feb-2026 20:32:47,23.5,1086.1,km,DL-14-DF-6101,,1086.1,DL14DF6101,,
TRP001720,MANDI028,WH-South,19/04/2026 19:41,20/04/2026 10:29,14.8,495.17054989999997,miles,,DRV589,796.8977727760661,,,
TRP005933,MANDI009,WH-North,2026-01-24T16:12:32,2026-01-25 01:00:32,8.8,410.2,km,PB-65-DF-9117,,410.2,PB65DF9117,2026-01-24 16:12:32,
TRP000841,MANDI014,WH-West,17-Mar-2026 13:58:54,18/03/2026 10:16,,1013.1,km,,,1013.1,,,
TRP000582,MANDI051,WH-East,09-Feb-2026 09:51:54,2026-02-10 09:45:54,23.9,1279.3,km,UP 78 BC 6330,DRV655,1279.3,UP78BC6330,,
TRP000205,MANDI022,Export-Terminal,2026-06-14 09:51:06,14/06/2026 17:21,7.5,434.6,km,HR 72 CD 3765,DRV734,434.6,HR72CD3765,,
TRP007897,MANDI056,WH-North,2026-02-15 02:52:13,15/02/2026 09:58,7.1,329.6,km,HR 19 AB 9993,DRV434,329.6,HR19AB9993,,
TRP001642,MANDI046,WH-Central,2026-07-04 12:02:21,2026-07-05 07:02:21,19.0,555.8784966000001,miles,,DRV543,894.5974997182441,,,
TRP002015,MANDI008,WH-West,15-Jul-2026 21:18:21,2026-07-16 19:24:21,22.1,1299.9,km,UP-49-CD-4915,DRV726,1299.9,UP49CD4915,,
TRP008197,MANDI027,WH-South,2026-06-22T02:08:51,22/06/2026 23:20,21.2,939.1,km,DL-57-AB-4913,DRV853,939.1,DL57AB4913,2026-06-22 02:08:51,
TRP008016,MANDI038,WH-West,2026-04-16T00:59:16,04-16-2026 09:35 AM,8.6,318.0798149,miles,hr 40-CD-6901,DRV511,511.89856931116594,HR40CD6901,2026-04-16 00:59:16,
TRP000906,MANDI014,WH-Central,04/05/2026,,,827.0,km,PB 93 CD 6866,DRV610,827.0,PB93CD6866,,
TRP000632,MANDI039,WH-North,02-Mar-2026 07:19:47,2026-03-03T02:13:47,18.9,802.5,km,,DRV365,802.5,,,
TRP008683,MANDI043,WH-South,20/07/2026 19:54,2026-07-21T02:06:49,6.2,284.8,km,RJ 33 DF 5561,DRV164,284.8,RJ33DF5561,,
TRP001975,MANDI045,WH-South,2026-03-30T19:21:53,31-Mar-2026 11:51:53,16.5,458.69607220000006,miles,dl 90-CD-9220,DRV401,738.1979368343481,DL90CD9220,2026-03-30 19:21:53,
TRP000163,MANDI038,WH-East,06/03/2026,06/03/2026 16:20,15.3,903.8,km,up 39-BC-5245,,903.8,UP39BC5245,,2026-06-03 16:20:00
TRP004999,MANDI010,WH-East,2026-07-09 08:24:46,09/07/2026 17:12,8.8,472.7 KM,,HR-47-CD-1800,DRV410,,HR47CD1800,,2026-09-07 17:12:00
TRP001244,MANDI044,WH-East,2026-06-12 15:12:29,13-Jun-2026 10:42:29,19.5,1129.3 KM,,RJ 37 BC 9410,DRV872,,RJ37BC9410,,
TRP009961,MANDI050,Export-Terminal,30-Jul-2026 04:51:30,,3.5,168.3 KM,,UP50-BC-6482,DRV229,,UP50BC6482,,
TRP008310,MANDI048,WH-Central,2026-01-27T06:56:10,2026-01-28 02:14:10,19.3,1075.6,km,,DRV146,1075.6,,2026-01-27 06:56:10,
TRP004714,MANDI033,WH-North,13-Aug-2026 22:41:06,2026-08-14 12:29:06,13.8,630.4,km,HR 27 CD 2051,DRV759,630.4,HR27CD2051,,
TRP000876,MANDI002,WH-North,06-06-2026 07:01 PM,07/06/2026 16:19,21.3,543.699625,miles,hr 37-AB-7294,DRV598,874.9975544974999,HR37AB7294,,2026-07-06 16:19:00
TRP001432,MANDI032,WH-South,02-17-2026 06:50 AM,02-18-2026 06:02 AM,23.2,1198.2,km,DL15-AB-2903,DRV756,1198.2,DL15AB2903,,
TRP009089,MANDI057,WH-Central,24/05/2026,25/05/2026 17:20,19.3,794.3,km,RJ 55 CD 2848,DRV878,794.3,RJ55CD2848,,
TRP006869,MANDI054,WH-West,25-Mar-2026 23:05:52,2026-03-26 12:59:52,13.9,655.0,km,DL65-BC-8551,DRV273,655.0,DL65BC8551,,
TRP004644,MANDI004,WH-North,2026-07-18T23:47:51,2026-07-19 16:59:51,17.2,969.1 KM,,,DRV820,,,2026-07-18 23:47:51,
TRP005081,MANDI030,WH-Central,08-10-2026 12:38 AM,10-Aug-2026 14:26:52,13.8,751.4 KM,,,DRV380,,,,
TRP005784,MANDI001,WH-West,20/01/2026 04:04,21-Jan-2026 00:46:04,,1085.5,km,DL-89-DF-3238,DRV236,1085.5,DL89DF3238,,
TRP009555,MANDI008,Export-Terminal,2026-04-09T22:26:29,2026-04-10 13:08:29,14.7,856.5,km,DL-91-DF-5174,DRV839,856.5,DL91DF5174,2026-04-09 22:26:29,
TRP007711,MANDI007,Export-Terminal,2026-08-02 16:46:47,,13.6,798.9,km,,DRV159,798.9,,,
TRP007737,MANDI045,WH-East,13/03/2026,2026-03-13T10:04:28,9.8,569.3,km,DL 21 CD 7017,DRV725,569.3,DL21CD7017,,
TRP004284,MANDI007,Export-Terminal,10/07/2026 19:30,07-11-2026 10:00 AM,14.5,586.2,km,DL21-AB-2173,DRV387,586.2,DL21AB2173,,
TRP007532,MANDI006,WH-West,15/05/2026,2026-05-16T03:26:45,8.1,465.6,km,RJ-32-DF-6059,DRV160,465.6,RJ32DF6059,,
TRP008444,MANDI056,WH-Central,2026-05-29 11:27:18,05-29-2026 05:27 PM,6.0,270.2,km,HR-27-BC-4041,DRV385,270.2,HR27BC4041,,
TRP009994,MANDI044,WH-East,05-26-2026 07:29 PM,27-May-2026 14:29:21,19.0,943.1,km,UP67-CD-7718,DRV278,943.1,UP67CD7718,,
TRP002857,MANDI049,WH-South,17-May-2026 18:21:34,2026-05-18 06:15:34,,579.6,km,PB47-CD-5436,DRV605,579.6,PB47CD5436,,
TRP001862,MANDI052,WH-South,05-15-2026 09:41 PM,16-May-2026 09:59:32,,713.0,km,RJ 12 BC 7600,DRV343,713.0,RJ12BC7600,,
TRP002660,MANDI045,Export-Terminal,2026-04-04T09:53:18,04/04/2026 19:59,10.1,296.2075557,miles,DL-93-CD-5982,,476.698667690238,DL93CD5982,2026-04-04 09:53:18,2026-04-04 19:59:00
TRP003385,MANDI038,WH-Central,2026-04-17 19:52:27,2026-04-18 13:52:27,18.0,756.3,km,RJ 99 CD 4712,DRV393,756.3,RJ99CD4712,,
TRP009947,MANDI046,Export-Terminal,30/07/2026,07-31-2026 01:00 AM,3.6,147.8,km,DL 21 DF 6038,,147.8,DL21DF6038,,
TRP008470,MANDI046,WH-West,2026-02-09 20:16:40,,2.2,113.4 KM,,PB89-DF-5675,DRV258,,PB89DF5675,,
TRP009361,MANDI048,WH-West,2026-08-03 03:20:28,2026-08-03 09:32:28,6.2,216.237108,miles,HR 42 AB 5069,DRV722,347.99902738872,HR42AB5069,,
TRP007463,MANDI034,WH-West,22/05/2026,22-May-2026 14:26:51,8.1,299.0658623,miles,DL 59 DF 9588,DRV660,481.298654833882,DL59DF9588,,
TRP006887,MANDI046,WH-South,05-02-2026 12:25 PM,2026-05-02 23:07:11,10.7,597.9,km,PB-78-BC-4525,DRV527,597.9,PB78BC4525,,
TRP004734,MANDI010,WH-East,2026-06-02 02:37:15,06-03-2026 01:01 AM,22.4,1086.0,km,RJ46-AB-1549,DRV672,1086.0,RJ46AB1549,,
TRP003332,MANDI019,WH-West,30-Jul-2026 05:10:25,07-31-2026 12:04 AM,18.9,520.087527,miles,rj 38-AB-6656,,836.99766070218,RJ38AB6656,,
TRP009370,MANDI045,WH-Central,25/05/2026 03:10,2026-05-25 05:34:05,,110.4,km,UP74-BC-4809,DRV382,110.4,UP74BC4809,,
TRP007750,MANDI052,WH-West,23/05/2026,23/05/2026,3.0,143.9,km,HR-20-BC-8369,DRV341,143.9,HR20BC8369,,
TRP008983,MANDI049,WH-West,31/08/2026,2026-09-01 08:30:04,21.8,1000.6,km,UP-48-BC-7790,DRV722,1000.6,UP48BC7790,,
TRP006405,MANDI034,WH-South,28/06/2026 08:04,28/06/2026,10.1,421.2,km,rj 14-DF-8652,DRV128,421.2,RJ14DF8652,,
TRP008680,MANDI046,WH-North,2026-05-26 15:34:13,27-May-2026 01:58:13,10.4,376.1158663,miles,UP55-AB-4256,DRV544,605.298308271242,UP55AB4256,,
TRP009843,MANDI033,WH-West,2026-05-29 15:12:11,30/05/2026 08:54,17.7,810.6 KM,,DL 80 DF 9659,DRV552,,DL80DF9659,,
TRP007061,MANDI056,WH-North,2026-06-14T14:26:40,15-Jun-2026 01:20:40,10.9,502.6,km,hr 14-AB-4661,DRV526,502.6,HR14AB4661,2026-06-14 14:26:40,
TRP002097,MANDI027,Export-Terminal,2026-06-11 08:29:34,2026-06-11 11:29:34,3.0,136.5 KM,,PB79-AB-7841,DRV646,,PB79AB7841,,
TRP002004,MANDI025,WH-South,2026-06-21T10:13:10,21/06/2026 12:13,,89.5,km,up 56-CD-7849,DRV829,89.5,UP56CD7849,2026-06-21 10:13:10,
TRP008742,MANDI033,WH-North,2026-05-01 18:42:08,2026-05-02T07:42:08,13.0,541.5,km,DL 73 BC 2839,DRV142,541.5,DL73BC2839,,
TRP009279,MANDI040,WH-Central,2026-02-19 21:45:48,02-20-2026 10:57 AM,13.2,683.6,km,DL-97-DF-2365,DRV925,683.6,DL97DF2365,,
TRP004677,MANDI048,WH-North,15-Feb-2026 04:44:56,2026-02-15 21:26:56,16.7,823.5,km,UP 21 DF 9367,,823.5,UP21DF9367,,
TRP005018,MANDI048,WH-East,2026-01-26T10:50:35,27-Jan-2026 05:02:35,18.2,995.1,km,,DRV335,995.1,,2026-01-26 10:50:35,
TRP007470,MANDI033,WH-North,2026-01-20 23:01:14,2026-01-21 10:01:14,11.0,456.1,km,PB 92 BC 5445,DRV421,456.1,PB92BC5445,,
TRP000547,MANDI044,WH-West,2026-01-04 15:06:40,04/01/2026 20:48,5.7,263.6,km,DL-51-BC-2072,DRV384,263.6,DL51BC2072,,2026-04-01 20:48:00
TRP001450,MANDI029,WH-Central,24/04/2026,2026-04-25T00:06:52,19.6,826.6,km,,DRV352,826.6,,,
TRP003987,MANDI018,WH-East,01/04/2026 06:53,2026-04-01 12:29:23,5.6,285.0,km,,DRV629,285.0,,,
TRP006901,MANDI038,WH-Central,01/03/2026 03:16,01-Mar-2026 11:34:48,8.3,396.5,km,DL-35-BC-4688,DRV869,396.5,DL35BC4688,,
TRP002611,MANDI050,WH-East,02-Feb-2026 18:05:18,2026-02-03 01:17:18,,352.2,km,,DRV717,352.2,,,
TRP001901,MANDI036,WH-North,09-04-2026 08:32 PM,2026-09-05T07:20:26,10.8,471.3,km,hr 52-CD-7195,DRV965,471.3,HR52CD7195,,
TRP008187,MANDI043,WH-East,07-Feb-2026 14:55:07,2026-02-08T02:13:07,11.3,582.1 KM,,,DRV693,,,,
TRP003921,MANDI038,WH-West,2026-02-10 02:37:52,10/02/2026 14:19,11.7,689.3,km,RJ-36-DF-1549,DRV147,689.3,RJ36DF1549,,2026-10-02 14:19:00
TRP002758,MANDI001,WH-Central,23-May-2026 21:42:13,24/05/2026,,371.5,km,rj 62-AB-5879,DRV193,371.5,RJ62AB5879,,
TRP006125,MANDI007,WH-North,26/03/2026 18:54,27/03/2026 01:06,6.2,250.1,km,,DRV658,250.1,,,
TRP007798,MANDI007,Export-Terminal,30-Aug-2026 07:23:06,2026-08-30T23:41:06,16.3,670.6,km,RJ78-CD-4219,DRV202,670.6,RJ78CD4219,,
TRP006398,MANDI046,WH-Central,2026-07-10T18:43:06,2026-07-11T10:49:06,16.1,945.9,km,PB 32 CD 5777,DRV739,945.9,PB32CD5777,2026-07-10 18:43:06,
TRP009015,MANDI009,WH-East,2026-07-01T21:21:57,,3.0,157.1 KM,,,DRV363,,,2026-07-01 21:21:57,
TRP002098,MANDI034,WH-South,19/07/2026 07:50,2026-07-20T07:08:43,,1261.4,km,PB-25-DF-6063,DRV620,1261.4,PB25DF6063,,
TRP005625,MANDI008,Export-Terminal,30-Aug-2026 03:02:02,08-30-2026 06:26 PM,15.4,682.5,km,RJ-77-AB-2100,DRV917,682.5,RJ77AB2100,,
TRP002172,MANDI017,Export-Terminal,04-14-2026 02:24 AM,2026-04-14 16:00:39,13.6,660.9,km,DL-95-BC-4350,DRV142,660.9,DL95BC4350,,
TRP009602,MANDI024,WH-Central,06-23-2026 12:22 AM,,,1100.9,km,PB 68 DF 8016,DRV666,1100.9,PB68DF8016,,
TRP009553,MANDI013,WH-North,01-24-2026 07:50 PM,25-Jan-2026 08:44:29,,612.0,km,,DRV759,612.0,,,
TRP002011,MANDI057,WH-Central,03/05/2026 12:57,2026-05-03T23:03:28,10.1,421.6,km,,,421.6,,,
TRP001284,MANDI017,WH-South,2026-08-27 23:18:03,,,745.1,km,DL-46-DF-7178,DRV362,745.1,DL46DF7178,,
TRP001020,MANDI033,WH-West,2026-08-07T04:01:00,2026-08-08 03:55:00,23.9,1324.9,km,UP-66-DF-3559,DRV899,1324.9,UP66DF3559,2026-08-07 04:01:00,
TRP002811,MANDI053,WH-West,2026-03-12 04:52:26,2026-03-12 16:58:26,12.1,504.4,km,HR-75-DF-9957,DRV260,504.4,HR75DF9957,,
TRP008979,MANDI013,WH-East,24/04/2026,25-Apr-2026 17:53:30,17.9,872.8,km,hr 76-AB-8508,DRV744,872.8,HR76AB8508,,
TRP001652,MANDI047,WH-Central,2026-06-30T13:50:45,2026-07-01T09:44:45,19.9,675.9273737999999,miles,RJ-90-DF-8774,DRV935,1087.796959751292,RJ90DF8774,2026-06-30 13:50:45,
TRP009998,MANDI017,WH-Central,2026-09-04T23:45:00,05-Sep-2026 02:45:00,3.0,88.73177880000001,miles,,DRV732,142.79960089399202,,2026-09-04 23:45:00,
TRP001170,MANDI023,WH-South,28-Apr-2026 09:09:55,2026-04-28 12:03:55,,119.0,km,DL 37 CD 3435,DRV780,119.0,DL37CD3435,,
TRP006257,MANDI012,Export-Terminal,2026-02-08T16:46:19,02-09-2026 08:10 AM,15.4,681.3,km,UP-13-BC-9981,DRV145,681.3,UP13BC9981,2026-02-08 16:46:19,
TRP005470,MANDI013,WH-South,18/02/2026 04:08,19/02/2026 03:50,23.7,1153.4,km,UP 64 AB 6562,DRV647,1153.4,UP64AB6562,,
TRP000868,MANDI018,WH-West,01/07/2026 07:22,2026-07-01T09:52:24,2.5,132.5,km,PB-32-BC-4920,,132.5,PB32BC4920,,
TRP005094,MANDI040,WH-East,2026-03-25 13:00:12,,20.9,673.6283010999999,miles,UP-78-CD-6853,DRV964,1084.096970092274,UP78CD6853,,
TRP005434,MANDI054,WH-East,01-14-2026 06:05 PM,15/01/2026,22.1,1249.1,km,UP-58-DF-7351,DRV948,1249.1,UP58DF7351,,
TRP000542,MANDI025,WH-West,2026-09-07T04:22:29,,6.5,298.6,km,up 93-DF-9703,DRV805,298.6,UP93DF9703,2026-09-07 04:22:29,
